Date,Store,Product,Category,Actual_Sales,Predicted_Sales,Unit_Price
2026-02-06,Store D - Airport,Carrots,Fresh Produce,79,77,1.61
2026-02-06,Store D - Airport,Salmon,Meat,37,34,11.83
2026-02-06,Store D - Airport,Butter,Dairy,70,73,3.82
2026-02-06,Store D - Airport,Muffins,Bakery,33,30,2.9
2026-02-07,Store D - Airport,Apples,Fresh Produce,74,72,2.71
2026-02-07,Store D - Airport,Bananas,Fresh Produce,90,86,1.13
2026-02-07,Store D - Airport,Lettuce,Fresh Produce,51,54,1.83
2026-02-07,Store D - Airport,Tomatoes,Fresh Produce,56,52,2.01
2026-02-07,Store D - Airport,Milk,Dairy,94,90,1.45
2026-02-07,Store D - Airport,Cheese,Dairy,61,60,4.5
2026-02-07,Store D - Airport,Yogurt,Dairy,83,85,1.89
2026-02-07,Store D - Airport,Chicken,Meat,103,108,8.18
2026-02-07,Store D - Airport,Beef,Meat,82,81,9.83
2026-02-07,Store D - Airport,Bread,Bakery,96,97,2.63
2026-02-07,Store D - Airport,Oranges,Fresh Produce,94,96,2.05
2026-02-07,Store D - Airport,Carrots,Fresh Produce,125,127,1.51
2026-02-07,Store D - Airport,Salmon,Meat,114,118,12.92
2026-02-07,Store D - Airport,Butter,Dairy,41,42,3.63
2026-02-07,Store D - Airport,Muffins,Bakery,108,110,2.96
2026-02-08,Store D - Airport,Apples,Fresh Produce,102,105,2.6
2026-02-08,Store D - Airport,Bananas,Fresh Produce,70,66,1.21
2026-02-08,Store D - Airport,Lettuce,Fresh Produce,59,57,1.94
2026-02-08,Store D - Airport,Tomatoes,Fresh Produce,40,40,2.36
2026-02-08,Store D - Airport,Milk,Dairy,72,68,1.46
2026-02-08,Store D - Airport,Cheese,Dairy,61,61,5.46
2026-02-08,Store D - Airport,Yogurt,Dairy,97,93,2.17
2026-02-08,Store D - Airport,Chicken,Meat,86,83,8.23
2026-02-08,Store D - Airport,Beef,Meat,95,88,9.36
2026-02-08,Store D - Airport,Bread,Bakery,72,71,3.05
2026-02-08,Store D - Airport,Oranges,Fresh Produce,71,73,2.05
2026-02-08,Store D - Airport,Carrots,Fresh Produce,39,39,1.56
2026-02-08,Store D - Airport,Salmon,Meat,91,90,12.33
2026-02-08,Store D - Airport,Butter,Dairy,99,94,3.83
2026-02-08,Store D - Airport,Muffins,Bakery,104,105,2.75
2026-02-09,Store D - Airport,Apples,Fresh Produce,33,30,2.31
2026-02-09,Store D - Airport,Bananas,Fresh Produce,56,54,1.18
2026-02-09,Store D - Airport,Lettuce,Fresh Produce,53,51,1.78
2026-02-09,Store D - Airport,Tomatoes,Fresh Produce,33,32,1.98
2026-02-09,Store D - Airport,Milk,Dairy,54,57,1.61
2026-02-09,Store D - Airport,Cheese,Dairy,44,44,4.59
2026-02-09,Store D - Airport,Yogurt,Dairy,28,29,1.86
2026-02-09,Store D - Airport,Chicken,Meat,53,52,6.99
2026-02-09,Store D - Airport,Beef,Meat,79,84,10.14
2026-02-09,Store D - Airport,Bread,Bakery,56,58,3.03
2026-02-09,Store D - Airport,Oranges,Fresh Produce,46,48,2.06
2026-02-09,Store D - Airport,Carrots,Fresh Produce,91,86,1.4
2026-02-09,Store D - Airport,Salmon,Meat,46,44,12.28
2026-02-09,Store D - Airport,Butter,Dairy,33,33,3.45
2026-02-09,Store D - Airport,Muffins,Bakery,87,82,2.73
2026-02-10,Store D - Airport,Apples,Fresh Produce,47,46,2.42
2026-02-10,Store D - Airport,Bananas,Fresh Produce,58,59,1.18
2026-02-10,Store D - Airport,Lettuce,Fresh Produce,74,76,1.7
2026-02-10,Store D - Airport,Tomatoes,Fresh Produce,54,51,2.07
2026-02-10,Store D - Airport,Milk,Dairy,45,43,1.62
2026-02-10,Store D - Airport,Cheese,Dairy,73,77,5.38
2026-02-10,Store D - Airport,Yogurt,Dairy,76,74,2.08
2026-02-10,Store D - Airport,Chicken,Meat,42,39,6.89
2026-02-10,Store D - Airport,Beef,Meat,75,76,10.72
2026-02-10,Store D - Airport,Bread,Bakery,77,76,2.64
2026-02-10,Store D - Airport,Oranges,Fresh Produce,36,35,2.18
2026-02-10,Store D - Airport,Carrots,Fresh Produce,77,76,1.38
2026-02-10,Store D - Airport,Salmon,Meat,53,54,11.61
2026-02-10,Store D - Airport,Butter,Dairy,34,35,3.76
2026-02-10,Store D - Airport,Muffins,Bakery,53,50,3.12
2026-02-11,Store D - Airport,Apples,Fresh Produce,26,26,2.36
2026-02-11,Store D - Airport,Bananas,Fresh Produce,72,68,1.23
2026-02-11,Store D - Airport,Lettuce,Fresh Produce,61,62,1.87
2026-02-11,Store D - Airport,Tomatoes,Fresh Produce,40,41,2.38
2026-02-11,Store D - Airport,Milk,Dairy,56,56,1.57
2026-02-11,Store D - Airport,Cheese,Dairy,54,52,5.07
2026-02-11,Store D - Airport,Yogurt,Dairy,36,36,2.04
2026-02-11,Store D - Airport,Chicken,Meat,80,82,7.75
2026-02-11,Store D - Airport,Beef,Meat,58,55,9.6
2026-02-11,Store D - Airport,Bread,Bakery,74,69,2.6
2026-02-11,Store D - Airport,Oranges,Fresh Produce,72,71,2.12
2026-02-11,Store D - Airport,Carrots,Fresh Produce,64,59,1.49
2026-02-11,Store D - Airport,Salmon,Meat,55,56,12.85
2026-02-11,Store D - Airport,Butter,Dairy,67,68,3.27
2026-02-11,Store D - Airport,Muffins,Bakery,44,42,2.76
2026-02-12,Store D - Airport,Apples,Fresh Produce,87,91,2.7
2026-02-12,Store D - Airport,Bananas,Fresh Produce,66,67,1.32
2026-02-12,Store D - Airport,Lettuce,Fresh Produce,35,37,1.66
2026-02-12,Store D - Airport,Tomatoes,Fresh Produce,42,41,2.37
2026-02-12,Store D - Airport,Milk,Dairy,36,37,1.37
2026-02-12,Store D - Airport,Cheese,Dairy,63,66,5.46
2026-02-12,Store D - Airport,Yogurt,Dairy,25,25,2.02
2026-02-12,Store D - Airport,Chicken,Meat,84,85,6.81
2026-02-12,Store D - Airport,Beef,Meat,64,62,9.6
2026-02-12,Store D - Airport,Bread,Bakery,27,28,3.06
2026-02-12,Store D - Airport,Oranges,Fresh Produce,62,65,1.89
2026-02-12,Store D - Airport,Carrots,Fresh Produce,56,53,1.38
2026-02-12,Store D - Airport,Salmon,Meat,64,67,12.27
2026-02-12,Store D - Airport,Butter,Dairy,57,60,3.82
2026-02-12,Store D - Airport,Muffins,Bakery,79,84,3.06
2026-02-13,Store D - Airport,Apples,Fresh Produce,77,72,2.53
2026-02-13,Store D - Airport,Bananas,Fresh Produce,60,56,1.09
2026-02-13,Store D - Airport,Lettuce,Fresh Produce,51,47,1.77
2026-02-13,Store D - Airport,Tomatoes,Fresh Produce,73,74,1.99
2026-02-13,Store D - Airport,Milk,Dairy,79,75,1.44
2026-02-13,Store D - Airport,Cheese,Dairy,60,64,5.28
2026-02-13,Store D - Airport,Yogurt,Dairy,57,57,2.07
2026-02-13,Store D - Airport,Chicken,Meat,34,36,8.22
2026-02-13,Store D - Airport,Beef,Meat,31,29,9.46
2026-02-13,Store D - Airport,Bread,Bakery,30,30,2.56
2026-02-13,Store D - Airport,Oranges,Fresh Produce,48,46,2.11
2026-02-13,Store D - Airport,Carrots,Fresh Produce,43,43,1.59
2026-02-13,Store D - Airport,Salmon,Meat,41,42,11.49
2026-02-13,Store D - Airport,Butter,Dairy,42,44,3.84
2026-02-13,Store D - Airport,Muffins,Bakery,66,69,2.78
2026-02-14,Store D - Airport,Apples,Fresh Produce,32,31,2.51
2026-02-14,Store D - Airport,Bananas,Fresh Produce,84,86,1.29
2026-02-14,Store D - Airport,Lettuce,Fresh Produce,62,65,1.93
2026-02-14,Store D - Airport,Tomatoes,Fresh Produce,67,67,2.3
2026-02-14,Store D - Airport,Milk,Dairy,75,73,1.45
2026-02-14,Store D - Airport,Cheese,Dairy,98,102,4.55
2026-02-14,Store D - Airport,Yogurt,Dairy,58,57,1.86
2026-02-14,Store D - Airport,Chicken,Meat,58,58,8.22
2026-02-14,Store D - Airport,Beef,Meat,60,57,10.52
2026-02-14,Store D - Airport,Bread,Bakery,87,89,2.78
2026-02-14,Store D - Airport,Oranges,Fresh Produce,69,72,2.13
2026-02-14,Store D - Airport,Carrots,Fresh Produce,42,42,1.57
2026-02-14,Store D - Airport,Salmon,Meat,71,74,12.34
2026-02-14,Store D - Airport,Butter,Dairy,75,76,3.65
2026-02-14,Store D - Airport,Muffins,Bakery,50,48,3.2
2026-02-15,Store D - Airport,Apples,Fresh Produce,45,45,2.55
2026-02-15,Store D - Airport,Bananas,Fresh Produce,79,80,1.1
2026-02-15,Store D - Airport,Lettuce,Fresh Produce,34,36,1.74
2026-02-15,Store D - Airport,Tomatoes,Fresh Produce,47,47,2.19
2026-02-15,Store D - Airport,Milk,Dairy,60,60,1.35
2026-02-15,Store D - Airport,Cheese,Dairy,70,73,4.61
2026-02-15,Store D - Airport,Yogurt,Dairy,62,61,1.88
2026-02-15,Store D - Airport,Chicken,Meat,59,62,6.88
2026-02-15,Store D - Airport,Beef,Meat,72,74,9.26
2026-02-15,Store D - Airport,Bread,Bakery,104,108,3.04
2026-02-15,Store D - Airport,Oranges,Fresh Produce,82,80,2.17
2026-02-15,Store D - Airport,Carrots,Fresh Produce,95,98,1.61
2026-02-15,Store D - Airport,Salmon,Meat,52,48,12.54
2026-02-15,Store D - Airport,Butter,Dairy,57,58,3.28
2026-02-15,Store D - Airport,Muffins,Bakery,49,48,3.03
2026-02-16,Store D - Airport,Apples,Fresh Produce,69,69,2.26
2026-02-16,Store D - Airport,Bananas,Fresh Produce,78,72,1.16
2026-02-16,Store D - Airport,Lettuce,Fresh Produce,53,54,1.68
2026-02-16,Store D - Airport,Tomatoes,Fresh Produce,47,49,2.06
2026-02-16,Store D - Airport,Milk,Dairy,31,31,1.57
2026-02-16,Store D - Airport,Cheese,Dairy,57,55,5.38
2026-02-16,Store D - Airport,Yogurt,Dairy,82,83,1.87
2026-02-16,Store D - Airport,Chicken,Meat,40,40,6.92
2026-02-16,Store D - Airport,Beef,Meat,73,75,9.44
2026-02-16,Store D - Airport,Bread,Bakery,75,77,2.9
2026-02-16,Store D - Airport,Oranges,Fresh Produce,44,44,1.94
2026-02-16,Store D - Airport,Carrots,Fresh Produce,44,44,1.5
2026-02-16,Store D - Airport,Salmon,Meat,78,82,12.76
2026-02-16,Store D - Airport,Butter,Dairy,70,69,3.82
2026-02-16,Store D - Airport,Muffins,Bakery,73,70,2.92
2026-02-17,Store D - Airport,Apples,Fresh Produce,89,94,2.65
2026-02-17,Store D - Airport,Bananas,Fresh Produce,31,28,1.18
2026-02-17,Store D - Airport,Lettuce,Fresh Produce,41,41,1.82
2026-02-17,Store D - Airport,Tomatoes,Fresh Produce,44,45,2.01
2026-02-17,Store D - Airport,Milk,Dairy,39,37,1.45
2026-02-17,Store D - Airport,Cheese,Dairy,73,72,4.8
2026-02-17,Store D - Airport,Yogurt,Dairy,45,42,2.11
2026-02-17,Store D - Airport,Chicken,Meat,53,49,7.58
2026-02-17,Store D - Airport,Beef,Meat,41,41,10.63
2026-02-17,Store D - Airport,Bread,Bakery,56,58,3.02
2026-02-17,Store D - Airport,Oranges,Fresh Produce,32,32,2.11
2026-02-17,Store D - Airport,Carrots,Fresh Produce,36,37,1.47
2026-02-17,Store D - Airport,Salmon,Meat,77,76,11.08
2026-02-17,Store D - Airport,Butter,Dairy,36,33,3.62
2026-02-17,Store D - Airport,Muffins,Bakery,73,68,3.06
2026-02-18,Store D - Airport,Apples,Fresh Produce,47,43,2.54
2026-02-18,Store D - Airport,Bananas,Fresh Produce,65,68,1.14
2026-02-18,Store D - Airport,Lettuce,Fresh Produce,58,54,1.78
2026-02-18,Store D - Airport,Tomatoes,Fresh Produce,88,93,2.21
2026-02-18,Store D - Airport,Milk,Dairy,35,35,1.46
2026-02-18,Store D - Airport,Cheese,Dairy,53,52,5.27
2026-02-18,Store D - Airport,Yogurt,Dairy,70,69,2.16
2026-02-18,Store D - Airport,Chicken,Meat,79,79,8.06
2026-02-18,Store D - Airport,Beef,Meat,35,34,10.19
2026-02-18,Store D - Airport,Bread,Bakery,39,39,2.55
2026-02-18,Store D - Airport,Oranges,Fresh Produce,49,47,2.05
2026-02-18,Store D - Airport,Carrots,Fresh Produce,26,24,1.41
2026-02-18,Store D - Airport,Salmon,Meat,85,80,12.23
2026-02-18,Store D - Airport,Butter,Dairy,58,59,3.34
2026-02-18,Store D - Airport,Muffins,Bakery,55,55,2.83
2026-02-19,Store D - Airport,Apples,Fresh Produce,79,78,2.37
2026-02-19,Store D - Airport,Bananas,Fresh Produce,45,42,1.12
2026-02-19,Store D - Airport,Lettuce,Fresh Produce,66,65,1.62
2026-02-19,Store D - Airport,Tomatoes,Fresh Produce,58,58,2.39
2026-02-19,Store D - Airport,Milk,Dairy,69,69,1.48
2026-02-19,Store D - Airport,Cheese,Dairy,32,31,4.6
2026-02-19,Store D - Airport,Yogurt,Dairy,78,72,2.11
2026-02-19,Store D - Airport,Chicken,Meat,59,61,7.78
2026-02-19,Store D - Airport,Beef,Meat,32,33,10.7
2026-02-19,Store D - Airport,Bread,Bakery,72,70,2.62
2026-02-19,Store D - Airport,Oranges,Fresh Produce,62,61,2.15
2026-02-19,Store D - Airport,Carrots,Fresh Produce,36,33,1.53
2026-02-19,Store D - Airport,Salmon,Meat,33,32,11.02
2026-02-19,Store D - Airport,Butter,Dairy,83,84,3.61
2026-02-19,Store D - Airport,Muffins,Bakery,46,45,3.09
2026-02-20,Store D - Airport,Apples,Fresh Produce,72,73,2.45
2026-02-20,Store D - Airport,Bananas,Fresh Produce,40,38,1.27
2026-02-20,Store D - Airport,Lettuce,Fresh Produce,41,40,1.79
2026-02-20,Store D - Airport,Tomatoes,Fresh Produce,47,46,2.08
2026-02-20,Store D - Airport,Milk,Dairy,30,29,1.59
2026-02-20,Store D - Airport,Cheese,Dairy,34,33,4.8
2026-02-20,Store D - Airport,Yogurt,Dairy,43,40,2.16
2026-02-20,Store D - Airport,Chicken,Meat,36,36,6.84
2026-02-20,Store D - Airport,Beef,Meat,74,74,10.83
2026-02-20,Store D - Airport,Bread,Bakery,84,80,2.97
2026-02-20,Store D - Airport,Oranges,Fresh Produce,30,29,2.12
2026-02-20,Store D - Airport,Carrots,Fresh Produce,57,59,1.56
2026-02-20,Store D - Airport,Salmon,Meat,33,34,11.69
2026-02-20,Store D - Airport,Butter,Dairy,54,52,3.76
2026-02-20,Store D - Airport,Muffins,Bakery,69,65,2.73
2026-02-21,Store D - Airport,Apples,Fresh Produce,68,68,2.61
2026-02-21,Store D - Airport,Bananas,Fresh Produce,119,123,1.31
2026-02-21,Store D - Airport,Lettuce,Fresh Produce,111,114,1.78
2026-02-21,Store D - Airport,Tomatoes,Fresh Produce,98,101,2.14
2026-02-21,Store D - Airport,Milk,Dairy,113,119,1.53
2026-02-21,Store D - Airport,Cheese,Dairy,64,67,5.14
2026-02-21,Store D - Airport,Yogurt,Dairy,41,42,2.14
2026-02-21,Store D - Airport,Chicken,Meat,44,46,8.12
2026-02-21,Store D - Airport,Beef,Meat,61,58,9.69
2026-02-21,Store D - Airport,Bread,Bakery,59,59,2.58
2026-02-21,Store D - Airport,Oranges,Fresh Produce,100,104,1.94
2026-02-21,Store D - Airport,Carrots,Fresh Produce,108,112,1.5
2026-02-21,Store D - Airport,Salmon,Meat,41,39,13.09
2026-02-21,Store D - Airport,Butter,Dairy,92,87,3.36
2026-02-21,Store D - Airport,Muffins,Bakery,80,83,2.96
2026-02-22,Store D - Airport,Apples,Fresh Produce,122,128,2.27
2026-02-22,Store D - Airport,Bananas,Fresh Produce,115,120,1.3
2026-02-22,Store D - Airport,Lettuce,Fresh Produce,129,134,1.87
2026-02-22,Store D - Airport,Tomatoes,Fresh Produce,100,99,2.27
2026-02-22,Store D - Airport,Milk,Dairy,73,72,1.4
2026-02-22,Store D - Airport,Cheese,Dairy,85,89,4.51
2026-02-22,Store D - Airport,Yogurt,Dairy,93,91,2.12
2026-02-22,Store D - Airport,Chicken,Meat,114,119,6.9
2026-02-22,Store D - Airport,Beef,Meat,43,45,9.19
2026-02-22,Store D - Airport,Bread,Bakery,81,82,3.07
2026-02-22,Store D - Airport,Oranges,Fresh Produce,83,83,2.03
2026-02-22,Store D - Airport,Carrots,Fresh Produce,125,131,1.59
2026-02-22,Store D - Airport,Salmon,Meat,77,72,11.5
2026-02-22,Store D - Airport,Butter,Dairy,125,125,3.27
2026-02-22,Store D - Airport,Muffins,Bakery,102,106,3.19
2026-02-23,Store D - Airport,Apples,Fresh Produce,61,60,2.26
2026-02-23,Store D - Airport,Bananas,Fresh Produce,90,91,1.22
2026-02-23,Store D - Airport,Lettuce,Fresh Produce,101,101,1.88
2026-02-23,Store D - Airport,Tomatoes,Fresh Produce,80,78,2.22
2026-02-23,Store D - Airport,Milk,Dairy,75,77,1.45
2026-02-23,Store D - Airport,Cheese,Dairy,52,53,4.68
2026-02-23,Store D - Airport,Yogurt,Dairy,94,91,2.05
2026-02-23,Store D - Airport,Chicken,Meat,98,99,8.19
2026-02-23,Store D - Airport,Beef,Meat,49,49,10.66
2026-02-23,Store D - Airport,Bread,Bakery,34,33,2.94
2026-02-23,Store D - Airport,Oranges,Fresh Produce,41,40,2.06
2026-02-23,Store D - Airport,Carrots,Fresh Produce,48,47,1.6
2026-02-23,Store D - Airport,Salmon,Meat,61,59,13.18
2026-02-23,Store D - Airport,Butter,Dairy,68,68,3.2
2026-02-23,Store D - Airport,Muffins,Bakery,110,109,2.95
2026-02-24,Store D - Airport,Apples,Fresh Produce,57,54,2.65
2026-02-24,Store D - Airport,Bananas,Fresh Produce,52,52,1.28
2026-02-24,Store D - Airport,Lettuce,Fresh Produce,82,81,1.9
2026-02-24,Store D - Airport,Tomatoes,Fresh Produce,40,41,2.2
2026-02-24,Store D - Airport,Milk,Dairy,80,75,1.42
2026-02-24,Store D - Airport,Cheese,Dairy,80,79,5.06
2026-02-24,Store D - Airport,Yogurt,Dairy,71,70,1.94
2026-02-24,Store D - Airport,Chicken,Meat,95,100,8.19
2026-02-24,Store D - Airport,Beef,Meat,63,58,10.96
2026-02-24,Store D - Airport,Bread,Bakery,60,57,2.86
2026-02-24,Store D - Airport,Oranges,Fresh Produce,89,87,2.05
2026-02-24,Store D - Airport,Carrots,Fresh Produce,85,80,1.42
2026-02-24,Store D - Airport,Salmon,Meat,38,38,11.27
2026-02-24,Store D - Airport,Butter,Dairy,83,84,3.23
2026-02-24,Store D - Airport,Muffins,Bakery,56,57,2.93
2026-02-25,Store D - Airport,Apples,Fresh Produce,92,86,2.7
2026-02-25,Store D - Airport,Bananas,Fresh Produce,96,96,1.13
2026-02-25,Store D - Airport,Lettuce,Fresh Produce,52,54,1.9
2026-02-25,Store D - Airport,Tomatoes,Fresh Produce,118,117,2.0
2026-02-25,Store D - Airport,Milk,Dairy,86,82,1.4
2026-02-25,Store D - Airport,Cheese,Dairy,49,47,4.8
2026-02-25,Store D - Airport,Yogurt,Dairy,38,39,2.18
2026-02-25,Store D - Airport,Chicken,Meat,37,37,6.9
2026-02-25,Store D - Airport,Beef,Meat,38,38,10.56
2026-02-25,Store D - Airport,Bread,Bakery,55,56,3.0
2026-02-25,Store D - Airport,Oranges,Fresh Produce,47,48,2.1
2026-02-25,Store D - Airport,Carrots,Fresh Produce,52,53,1.43
2026-02-25,Store D - Airport,Salmon,Meat,50,49,12.66
2026-02-25,Store D - Airport,Butter,Dairy,75,71,3.6
2026-02-25,Store D - Airport,Muffins,Bakery,33,33,3.03
2026-02-26,Store D - Airport,Apples,Fresh Produce,56,57,2.32
2026-02-26,Store D - Airport,Bananas,Fresh Produce,62,63,1.29
2026-02-26,Store D - Airport,Lettuce,Fresh Produce,51,47,1.95
2026-02-26,Store D - Airport,Tomatoes,Fresh Produce,56,56,2.3
2026-02-26,Store D - Airport,Milk,Dairy,41,42,1.38
2026-02-26,Store D - Airport,Cheese,Dairy,62,65,5.46
2026-02-26,Store D - Airport,Yogurt,Dairy,35,35,1.85
2026-02-26,Store D - Airport,Chicken,Meat,104,98,8.05
2026-02-26,Store D - Airport,Beef,Meat,95,89,10.42
2026-02-26,Store D - Airport,Bread,Bakery,48,45,2.62
2026-02-26,Store D - Airport,Oranges,Fresh Produce,60,59,1.9
2026-02-26,Store D - Airport,Carrots,Fresh Produce,53,49,1.46
2026-02-26,Store D - Airport,Salmon,Meat,54,50,11.56
2026-02-26,Store D - Airport,Butter,Dairy,44,41,3.63
2026-02-26,Store D - Airport,Muffins,Bakery,123,117,3.18
2026-02-27,Store D - Airport,Apples,Fresh Produce,92,98,2.65
2026-02-27,Store D - Airport,Bananas,Fresh Produce,110,114,1.13
2026-02-27,Store D - Airport,Lettuce,Fresh Produce,39,41,1.68
2026-02-27,Store D - Airport,Tomatoes,Fresh Produce,109,112,2.02
2026-02-27,Store D - Airport,Milk,Dairy,102,102,1.62
2026-02-27,Store D - Airport,Cheese,Dairy,81,77,4.58
2026-02-27,Store D - Airport,Yogurt,Dairy,53,50,1.88
2026-02-27,Store D - Airport,Chicken,Meat,76,73,7.76
2026-02-27,Store D - Airport,Beef,Meat,97,101,10.28
2026-02-27,Store D - Airport,Bread,Bakery,42,44,2.72
2026-02-27,Store D - Airport,Oranges,Fresh Produce,59,58,2.02
2026-02-27,Store D - Airport,Carrots,Fresh Produce,64,63,1.38
2026-02-27,Store D - Airport,Salmon,Meat,99,100,11.58
2026-02-27,Store D - Airport,Butter,Dairy,65,63,3.34
2026-02-27,Store D - Airport,Muffins,Bakery,35,35,2.86
2026-02-28,Store D - Airport,Apples,Fresh Produce,90,83,2.53
2026-02-28,Store D - Airport,Bananas,Fresh Produce,121,112,1.23
2026-02-28,Store D - Airport,Lettuce,Fresh Produce,110,111,1.7
2026-02-28,Store D - Airport,Tomatoes,Fresh Produce,70,70,2.05
2026-02-28,Store D - Airport,Milk,Dairy,160,158,1.48
2026-02-28,Store D - Airport,Cheese,Dairy,94,91,4.66
2026-02-28,Store D - Airport,Yogurt,Dairy,127,131,1.84
2026-02-28,Store D - Airport,Chicken,Meat,99,92,7.21
2026-02-28,Store D - Airport,Beef,Meat,137,143,9.95
2026-02-28,Store D - Airport,Bread,Bakery,115,121,2.9
2026-02-28,Store D - Airport,Oranges,Fresh Produce,72,72,1.92
2026-02-28,Store D - Airport,Carrots,Fresh Produce,128,134,1.37
2026-02-28,Store D - Airport,Salmon,Meat,122,126,11.59
2026-02-28,Store D - Airport,Butter,Dairy,155,144,3.4
2026-02-28,Store D - Airport,Muffins,Bakery,92,89,3.24
2026-03-01,Store D - Airport,Apples,Fresh Produce,143,135,2.54
2026-03-01,Store D - Airport,Bananas,Fresh Produce,39,39,1.11
2026-03-01,Store D - Airport,Lettuce,Fresh Produce,64,61,1.93
2026-03-01,Store D - Airport,Tomatoes,Fresh Produce,121,128,2.34
2026-03-01,Store D - Airport,Milk,Dairy,94,100,1.43
2026-03-01,Store D - Airport,Cheese,Dairy,101,96,5.19
2026-03-01,Store D - Airport,Yogurt,Dairy,73,77,1.9
2026-03-01,Store D - Airport,Chicken,Meat,112,106,8.17
2026-03-01,Store D - Airport,Beef,Meat,63,65,10.5
2026-03-01,Store D - Airport,Bread,Bakery,85,84,2.98
2026-03-01,Store D - Airport,Oranges,Fresh Produce,64,59,2.06
2026-03-01,Store D - Airport,Carrots,Fresh Produce,90,83,1.5
2026-03-01,Store D - Airport,Salmon,Meat,61,64,12.53
2026-03-01,Store D - Airport,Butter,Dairy,49,50,3.61
2026-03-01,Store D - Airport,Muffins,Bakery,49,51,2.83
2026-03-02,Store D - Airport,Apples,Fresh Produce,40,40,2.73
2026-03-02,Store D - Airport,Bananas,Fresh Produce,67,65,1.31
2026-03-02,Store D - Airport,Lettuce,Fresh Produce,41,43,1.74
2026-03-02,Store D - Airport,Tomatoes,Fresh Produce,92,91,2.39
2026-03-02,Store D - Airport,Milk,Dairy,61,62,1.62
2026-03-02,Store D - Airport,Cheese,Dairy,50,47,5.45
2026-03-02,Store D - Airport,Yogurt,Dairy,87,85,1.99
2026-03-02,Store D - Airport,Chicken,Meat,102,102,7.91
2026-03-02,Store D - Airport,Beef,Meat,55,51,10.76
2026-03-02,Store D - Airport,Bread,Bakery,33,31,2.62
2026-03-02,Store D - Airport,Oranges,Fresh Produce,84,85,2.16
2026-03-02,Store D - Airport,Carrots,Fresh Produce,52,52,1.45
2026-03-02,Store D - Airport,Salmon,Meat,101,98,11.03
2026-03-02,Store D - Airport,Butter,Dairy,93,94,3.24
2026-03-02,Store D - Airport,Muffins,Bakery,40,37,3.06
2026-03-03,Store D - Airport,Apples,Fresh Produce,40,42,2.6
2026-03-03,Store D - Airport,Bananas,Fresh Produce,103,101,1.15
2026-03-03,Store D - Airport,Lettuce,Fresh Produce,38,39,1.73
2026-03-03,Store D - Airport,Tomatoes,Fresh Produce,67,67,2.4
2026-03-03,Store D - Airport,Milk,Dairy,61,65,1.4
2026-03-03,Store D - Airport,Cheese,Dairy,122,125,4.61
2026-03-03,Store D - Airport,Yogurt,Dairy,94,88,2.04
2026-03-03,Store D - Airport,Chicken,Meat,102,97,7.15
2026-03-03,Store D - Airport,Beef,Meat,117,118,9.46
2026-03-03,Store D - Airport,Bread,Bakery,71,72,2.76
2026-03-03,Store D - Airport,Oranges,Fresh Produce,86,87,2.07
2026-03-03,Store D - Airport,Carrots,Fresh Produce,63,63,1.44
2026-03-03,Store D - Airport,Salmon,Meat,77,81,11.03
2026-03-03,Store D - Airport,Butter,Dairy,115,108,3.51
2026-03-03,Store D - Airport,Muffins,Bakery,98,99,3.26
2026-03-04,Store D - Airport,Apples,Fresh Produce,78,75,2.52
2026-03-04,Store D - Airport,Bananas,Fresh Produce,66,63,1.21
2026-03-04,Store D - Airport,Lettuce,Fresh Produce,117,120,1.87
2026-03-04,Store D - Airport,Tomatoes,Fresh Produce,59,59,2.27
2026-03-04,Store D - Airport,Milk,Dairy,114,119,1.42
2026-03-04,Store D - Airport,Cheese,Dairy,78,83,4.56
2026-03-04,Store D - Airport,Yogurt,Dairy,63,66,2.03
2026-03-04,Store D - Airport,Chicken,Meat,114,117,7.54
2026-03-04,Store D - Airport,Beef,Meat,80,77,10.9
2026-03-04,Store D - Airport,Bread,Bakery,58,60,2.8
2026-03-04,Store D - Airport,Oranges,Fresh Produce,75,70,2.03
2026-03-04,Store D - Airport,Carrots,Fresh Produce,56,52,1.41
2026-03-04,Store D - Airport,Salmon,Meat,63,65,12.3
2026-03-04,Store D - Airport,Butter,Dairy,80,77,3.25
2026-03-04,Store D - Airport,Muffins,Bakery,87,80,3.03
2026-03-05,Store D - Airport,Apples,Fresh Produce,95,96,2.27
2026-03-05,Store D - Airport,Bananas,Fresh Produce,91,93,1.24
2026-03-05,Store D - Airport,Lettuce,Fresh Produce,32,30,1.87
2026-03-05,Store D - Airport,Tomatoes,Fresh Produce,113,111,2.09
2026-03-05,Store D - Airport,Milk,Dairy,33,31,1.52
2026-03-05,Store D - Airport,Cheese,Dairy,74,74,4.53
2026-03-05,Store D - Airport,Yogurt,Dairy,44,45,2.18
2026-03-05,Store D - Airport,Chicken,Meat,88,85,8.09
2026-03-05,Store D - Airport,Beef,Meat,47,45,10.48
2026-03-05,Store D - Airport,Bread,Bakery,53,52,2.87
2026-03-05,Store D - Airport,Oranges,Fresh Produce,36,35,2.05
2026-03-05,Store D - Airport,Carrots,Fresh Produce,71,74,1.58
2026-03-05,Store D - Airport,Salmon,Meat,81,83,11.39
2026-03-05,Store D - Airport,Butter,Dairy,32,29,3.44
2026-03-05,Store D - Airport,Muffins,Bakery,64,59,3.21
2026-03-06,Store D - Airport,Apples,Fresh Produce,41,42,2.55
2026-03-06,Store D - Airport,Bananas,Fresh Produce,38,38,1.26
